ID,Name in English,Degree of endangerment,Country,Country code alpha 3
467,Chulym Turk,Critically endangered,Russian Federation,RUS
2538,Kapori,Critically endangered,Indonesia,IDN
1367,Kaqchikel (Mexico),Critically endangered,Mexico,MEX
766,Menominee,Critically endangered,United States of America,USA
1945,Quechua of Pacaraos,Critically endangered,Peru,PER
2129,Turaka,Critically endangered,Papua New Guinea,PNG
576,Barasana (Brazil),Severely endangered,Brazil,BRA
2097,Bilakura,Critically endangered,Papua New Guinea,PNG
1808,Macuna (Brazil),Vulnerable,Brazil,BRA
1364,Jarawa,Critically endangered,India,IND
2111,Kowaki,Critically endangered,Papua New Guinea,PNG
548,Kri,Severely endangered,Lao People's Democratic Republic,LAO
2115,Mawak,Critically endangered,Papua New Guinea,PNG
2212,Alabat Island Agta,Critically endangered,Philippines,PHL
2328,Amahai,Critically endangered,Indonesia,IDN
169,Bardi,Severely endangered,Australia,AUS
867,Cahuilla,Critically endangered,United States of America,USA
36,Cambap,Critically endangered,Cameroon,CMR
289,Carijona,Critically endangered,Colombia,COL
2442,Chintaw,Critically endangered,China,CHN
693,Comox/Sliammon,Critically endangered,Canada,CAN
1616,Djeoromitxi,Severely endangered,Brazil,BRA
2530,Duriankere,Critically endangered,Indonesia,IDN
1635,Goundo,Critically endangered,Chad,TCD
2110,Kawucha,Critically endangered,Papua New Guinea,PNG
2547,Kwerisa,Critically endangered,Indonesia,IDN
1464,Mono (Eastern),Critically endangered,United States of America,USA
220,Ngalkbun,Severely endangered,Australia,AUS
2267,Punan Batu,Critically endangered,Malaysia,MYS
1892,Rama,Critically endangered,Nicaragua,NIC
1260,Sia Pedee,Critically endangered,Ecuador,ECU
2156,Ske,Severely endangered,Vanuatu,VUT
821,Valley Yokuts,Severely endangered,United States of America,USA
240,Warnman,Severely endangered,Australia,AUS
246,Wik Ngencherr,Severely endangered,Australia,AUS
247,Wiradjuri,Critically endangered,Australia,AUS
698,Malinaltepec Tlapanec,Vulnerable,Mexico,MEX
144,Ahtna,Critically endangered,United States of America,USA
2140,Bieria,Critically endangered,Vanuatu,VUT
894,Caddo,Critically endangered,United States of America,USA
803,Columbian,Critically endangered,United States of America,USA
727,Iquito,Critically endangered,Peru,PER
619,Kwazá,Critically endangered,Brazil,BRA
208,Marrithiyel,Critically endangered,Australia,AUS
2554,Massep,Critically endangered,Indonesia,IDN
2556,Mor,Severely endangered,Indonesia,IDN
2006,Pisamira,Critically endangered,Colombia,COL
629,Sakurabiat,Severely endangered,Brazil,BRA
1107,Surel,Critically endangered,Nepal,NPL
776,Upper Kuskokwim,Critically endangered,United States of America,USA
45,Zumaya,Critically endangered,Cameroon,CMR
837,Kashaya,Critically endangered,United States of America,USA
2037,Kavalan,Critically endangered,China,CHN
241,Wardaman,Severely endangered,Australia,AUS
848,Washo,Severely endangered,United States of America,USA
200,Kuku Yalanji,Severely endangered,Australia,AUS
445,Sām,Severely endangered,Nepal,NPL
990,Southwestern Tlapanec,Vulnerable,Mexico,MEX
165,Alawa,Critically endangered,Australia,AUS
2263,Tobian,Critically endangered,Palau,PLW
1769,Bara (Brazil),Vulnerable,Brazil,BRA
1265,Ixcatec,Critically endangered,Mexico,MEX
685,Añu,Critically endangered,Venezuela (Bolivarian Republic of),VEN
2176,Barzani Jewish Neo-Aramaic (Israel),Critically endangered,Israel,ISR
1315,Bom,Severely endangered,Sierra Leone,SLE
171,Bundjalung,Severely endangered,Australia,AUS
1991,Chung (Cambodia),Critically endangered,Cambodia,KHM
2531,Dusner,Critically endangered,Indonesia,IDN
472,Forest Enets,Critically endangered,Russian Federation,RUS
2534,Foya,Critically endangered,Indonesia,IDN
2108,Hermit,Critically endangered,Papua New Guinea,PNG
192,Jawoyn,Severely endangered,Australia,AUS
1940,Kamasa,Critically endangered,Papua New Guinea,PNG
2040,Kanakanabu,Critically endangered,China,CHN
2542,Kembra,Critically endangered,Indonesia,IDN
452,Kilen,Critically endangered,China,CHN
452,Kilen,Critically endangered,Russian Federation,RUS
1316,Kim,Critically endangered,Sierra Leone,SLE
183,Koko Bera,Severely endangered,Australia,AUS
1806,Kulina Páno,Severely endangered,Brazil,BRA
621,Leco,Critically endangered,Bolivia (Plurinational State of),BOL
2599,Loun,Critically endangered,Indonesia,IDN
2550,Mander,Critically endangered,Indonesia,IDN
205,Mangarla,Critically endangered,Australia,AUS
207,Maringarr,Critically endangered,Australia,AUS
2036,Nataoran,Critically endangered,China,CHN
824,Nez Perce,Critically endangered,United States of America,USA
2648,Nisvai,Critically endangered,Vanuatu,VUT
227,Nyamal,Severely endangered,Australia,AUS
229,Nyikina,Severely endangered,Australia,AUS
860,Panamint,Critically endangered,United States of America,USA
400,Pite Saami,Critically endangered,Norway,NOR
400,Pite Saami,Critically endangered,Sweden,SWE
650,Qawasqar,Critically endangered,Chile,CHL
2230,Red Gelao (Viet Nam),Critically endangered,Viet Nam,VNM
23,Somyev,Critically endangered,Cameroon,CMR
23,Somyev,Critically endangered,Nigeria,NGA
419,Ume Saami,Critically endangered,Sweden,SWE
2575,Usku,Critically endangered,Indonesia,IDN
423,Vote,Critically endangered,Russian Federation,RUS
244,Wajarri,Severely endangered,Australia,AUS
238,Wambaya,Critically endangered,Australia,AUS
1857,Warekena (Brazil),Critically endangered,Brazil,BRA
2231,White Gelao (Viet Nam),Severely endangered,Viet Nam,VNM
970,Mixtec of Tlaltempan,Definitely endangered,Mexico,MEX
317,Uruak,Critically endangered,Venezuela (Bolivarian Republic of),VEN
1953,Pacahuara,Critically endangered,Bolivia (Plurinational State of),BOL
2133,Ririo,Critically endangered,Solomon Islands,SLB
1957,Ava-Canoeiro,Critically endangered,Brazil,BRA
1876,Chorotega,Critically endangered,Costa Rica,CRI
475,Ainu (Hokkaido),Critically endangered,Japan,JPN
174,Jaminjung,Severely endangered,Australia,AUS
2510,Mwesen,Critically endangered,Vanuatu,VUT
2376,Sechelt,Critically endangered,Canada,CAN
161,Tanana,Critically endangered,United States of America,USA
153,Ingalik,Critically endangered,United States of America,USA
176,Jingulu,Severely endangered,Australia,AUS
942,Zapotec of Mixtepe,Critically endangered,Mexico,MEX
2578,Woria,Critically endangered,Indonesia,IDN
572,Aruá,Severely endangered,Brazil,BRA
1459,Han (United States of America),Critically endangered,United States of America,USA
780,Hupa,Critically endangered,United States of America,USA
826,Karuk,Severely endangered,United States of America,USA
790,Makah,Critically endangered,United States of America,USA
2079,Ngaatjatjara,Severely endangered,Australia,AUS
219,Ngaliwuru,Critically endangered,Australia,AUS
637,Ofayé,Critically endangered,Brazil,BRA
234,Umpila,Severely endangered,Australia,AUS
775,Yurok,Critically endangered,United States of America,USA
1794,Kinikinau,Critically endangered,Brazil,BRA
236,Wagiman,Severely endangered,Australia,AUS
829,Achumawi,Critically endangered,United States of America,USA
2160,Arho,Critically endangered,New Caledonia (France),NCL
891,Arikara,Critically endangered,United States of America,USA
515,Ayizi,Critically endangered,China,CHN
2143,Bangsa,Critically endangered,Vanuatu,VUT
1864,Ch'orti' (Honduras),Critically endangered,Honduras,HND
1002,Chung (Thailand),Critically endangered,Thailand,THA
763,Copper Island Aleut,Critically endangered,Russian Federation,RUS
764,Gros Ventre,Critically endangered,United States of America,USA
115,Gweno,Critically endangered,United Republic of Tanzania,TZA
2591,Hoti,Critically endangered,Indonesia,IDN
2593,Hulung,Critically endangered,Indonesia,IDN
2594,Ibu,Critically endangered,Indonesia,IDN
1867,Iranxe,Critically endangered,Brazil,BRA
2595,Kamarian,Critically endangered,Indonesia,IDN
194,Karajarri,Critically endangered,Australia,AUS
613,Karipuna,Definitely endangered,Brazil,BRA
615,Katawixi,Critically endangered,Brazil,BRA
863,Kawaiisu,Critically endangered,United States of America,USA
1450,Khövsgöl Uryangkhay,Critically endangered,Mongolia,MNG
1880,Krenak,Critically endangered,Brazil,BRA
199,Kurrama,Critically endangered,Australia,AUS
202,Lardil,Critically endangered,Australia,AUS
2270,Lom,Critically endangered,Indonesia,IDN
2644,Lorediakarkar,Critically endangered,Vanuatu,VUT
203,Madngele,Critically endangered,Australia,AUS
214,Malak Malak,Critically endangered,Australia,AUS
454,Manchu (Amur),Critically endangered,China,CHN
453,Manchu (Nonni),Critically endangered,China,CHN
884,Mandan,Critically endangered,United States of America,USA
206,Marrisyefin,Critically endangered,Australia,AUS
1655,Massalat,Critically endangered,Chad,TCD
2144,Matanvat,Critically endangered,Vanuatu,VUT
627,Matipu,Critically endangered,Brazil,BRA
1674,Mawayana (Brazil),Critically endangered,Brazil,BRA
1674,Mawayana (Brazil),Critically endangered,Suriname,SUR
1326,Munsee (Canada),Critically endangered,Canada,CAN
2148,Naati,Critically endangered,Vanuatu,VUT
223,Ngardi,Critically endangered,Australia,AUS
110,Ngbinda,Critically endangered,Democratic Republic of the Congo,COD
1465,Northern Paiute (Idaho),Critically endangered,United States of America,USA
2604,Nusa Laut,Critically endangered,Indonesia,IDN
269,Oneida (Wisconsin),Critically endangered,United States of America,USA
270,Onondaga (New York),Critically endangered,United States of America,USA
887,Osage,Critically endangered,United States of America,USA
1840,Parintintin,Critically endangered,Brazil,BRA
892,Pawnee,Critically endangered,United States of America,USA
2698,Puari,Critically endangered,Papua New Guinea,PNG
231,Rembarrnga,Critically endangered,Australia,AUS
2125,Sene,Critically endangered,Papua New Guinea,PNG
2155,Sowa,Critically endangered,Vanuatu,VUT
2706,Susuami,Critically endangered,Papua New Guinea,PNG
2707,Taap,Critically endangered,Papua New Guinea,PNG
2153,Tape,Critically endangered,Vanuatu,VUT
416,Ter Saami,Critically endangered,Russian Federation,RUS
2041,Thao,Critically endangered,China,CHN
819,Tule-Kaweah Yokuts,Critically endangered,United States of America,USA
502,Tundra Enets,Critically endangered,Russian Federation,RUS
893,Wichita,Critically endangered,United States of America,USA
1942,Xambioá,Critically endangered,Brazil,BRA
1509,Yawalapiti,Critically endangered,Brazil,BRA
251,Yiiji,Critically endangered,Australia,AUS
995,Arára Shawãdáwa,Critically endangered,Brazil,BRA
201,Kuuku Ya'u,Critically endangered,Australia,AUS
221,Ngandi,Critically endangered,Australia,AUS
217,Ngarluma,Critically endangered,Australia,AUS
668,Zaparo,Critically endangered,Ecuador,ECU
668,Zaparo,Critically endangered,Peru,PER
78,Ongota,Critically endangered,Ethiopia,ETH
575,Ajuru,Severely endangered,Brazil,BRA
2515,Araki,Critically endangered,Vanuatu,VUT
913,Ayapanec,Critically endangered,Mexico,MEX
1400,Busuu,Critically endangered,Cameroon,CMR
583,Chamicuro,Critically endangered,Peru,PER
437,Dumi,Critically endangered,Nepal,NPL
195,Kayardild,Critically endangered,Australia,AUS
636,Munichi,Critically endangered,Peru,PER
132,N|uu,Critically endangered,South Africa,ZAF
664,Xetá,Critically endangered,Brazil,BRA
805,Kiksht,Critically endangered,United States of America,USA
2114,Makolkol,Critically endangered,Papua New Guinea,PNG
567,Akuntsu,Critically endangered,Brazil,BRA
1663,Anambé,Critically endangered,Brazil,BRA
2071,Arabana,Critically endangered,Australia,AUS
844,Ipai,Critically endangered,United States of America,USA
369,Karaim (Western Ukraine),Critically endangered,Ukraine,UKR
820,Kings River Yokuts,Critically endangered,United States of America,USA
133,Korana,Critically endangered,South Africa,ZAF
204,Mangarrayi,Critically endangered,Australia,AUS
815,Northern Sierra Miwok,Critically endangered,United States of America,USA
2655,Abaga,Critically endangered,Papua New Guinea,PNG
163,"Aleut (Western, Commander Islands)",Critically endangered,Russian Federation,RUS
2417,Aqaw Gelao,Critically endangered,China,CHN
2142,Aveteian,Critically endangered,Vanuatu,VUT
719,Central Selkup,Critically endangered,Russian Federation,RUS
1789,Cocama-Cocamilla (Brazil),Critically endangered,Brazil,BRA
178,Dyirbal,Critically endangered,Australia,AUS
2077,Gamilaraay,Critically endangered,Australia,AUS
2722,Great andamanese,Critically endangered,India,IND
600,Guató,Critically endangered,Brazil,BRA
152,Holikachuk,Critically endangered,United States of America,USA
527,Iduh (Viet Nam),Critically endangered,Viet Nam,VNM
2200,Isarog Agta,Critically endangered,Philippines,PHL
606,Itonama,Critically endangered,Bolivia (Plurinational State of),BOL
609,Juma,Critically endangered,Brazil,BRA
960,Kalispel,Critically endangered,United States of America,USA
611,Kanoê,Critically endangered,Brazil,BRA
2549,Liki,Critically endangered,Indonesia,IDN
869,Luiseño,Critically endangered,United States of America,USA
793,Lushootseed,Critically endangered,United States of America,USA
455,Manchurian Kirghiz,Critically endangered,China,CHN
2551,Mansim,Critically endangered,Indonesia,IDN
2146,Naman,Critically endangered,Vanuatu,VUT
2147,Nasarian,Critically endangered,Vanuatu,VUT
2149,Navwien,Critically endangered,Vanuatu,VUT
40,Ndai,Critically endangered,Cameroon,CMR
218,Ngalakan,Critically endangered,Australia,AUS
2150,Nivat,Critically endangered,Vanuatu,VUT
2151,Niviar,Critically endangered,Vanuatu,VUT
2513,Olrat,Critically endangered,Vanuatu,VUT
640,Oro Win,Critically endangered,Brazil,BRA
1958,Paunaca,Critically endangered,Bolivia (Plurinational State of),BOL
651,Resígaro,Critically endangered,Peru,PER
2152,Sorsorian,Critically endangered,Vanuatu,VUT
679,Southern Selkup,Critically endangered,Russian Federation,RUS
1359,Tuzantec,Critically endangered,Mexico,MEX
2154,Umbrul,Critically endangered,Vanuatu,VUT
2138,Vano,Critically endangered,Solomon Islands,SLB
249,Wunambal,Critically endangered,Australia,AUS
902,Yuchi,Critically endangered,United States of America,USA
2521,Bonerif,Critically endangered,Indonesia,IDN
802,Coeur d'Alene,Critically endangered,United States of America,USA
2074,Dharawal,Critically endangered,Australia,AUS
2106,Guranalum,Critically endangered,Papua New Guinea,PNG
2266,Lengilu,Critically endangered,Indonesia,IDN
38,Njerep,Critically endangered,Cameroon,CMR
2120,Ouma,Critically endangered,Papua New Guinea,PNG
2072,Paakantyi,Critically endangered,Australia,AUS
2563,Saponi,Critically endangered,Indonesia,IDN
2139,Tanema,Critically endangered,Solomon Islands,SLB
658,Tehuelche,Critically endangered,Argentina,ARG
1462,Totoró,Critically endangered,Colombia,COL
235,Waanyi,Critically endangered,Australia,AUS
248,Worrorra,Critically endangered,Australia,AUS
1370,Awakatek (Mexico),Critically endangered,Mexico,MEX
44,Baldemu,Critically endangered,Cameroon,CMR
37,Bung,Critically endangered,Cameroon,CMR
580,Canichana,Extinct,Bolivia (Plurinational State of),BOL
835,Central Pomo,Critically endangered,United States of America,USA
816,Central Sierra Miwok,Critically endangered,United States of America,USA
1470,Chemehuevi,Critically endangered,United States of America,USA
789,Kiowa Apache,Critically endangered,United States of America,USA
812,Konkow,Critically endangered,United States of America,USA
814,Lake Miwok,Critically endangered,United States of America,USA
1643,Mabiri,Critically endangered,Chad,TCD
1463,Mescalero-Chiricahua Apache (Oklahoma),Critically endangered,United States of America,USA
834,Northern Pomo,Critically endangered,United States of America,USA
1623,Sabanê,Critically endangered,Brazil,BRA
836,Southern Pomo,Critically endangered,United States of America,USA
817,Southern Sierra Miwok,Critically endangered,United States of America,USA
865,Tubatulabal,Critically endangered,United States of America,USA
279,Tuscarora (United States of America),Critically endangered,United States of America,USA
2157,Ura,Critically endangered,Vanuatu,VUT
729,Andoa (Peru),Critically endangered,Peru,PER
571,Arikapu,Critically endangered,Brazil,BRA
1708,Aurê-Aurá,Critically endangered,Brazil,BRA
287,Baré (Brazil),Critically endangered,Brazil,BRA
582,Cayuvava,Critically endangered,Bolivia (Plurinational State of),BOL
179,Gajerrong,Critically endangered,Australia,AUS
181,Ganggalidda,Critically endangered,Australia,AUS
1615,Guarasu,Critically endangered,Brazil,BRA
792,Klallam,Critically endangered,United States of America,USA
1619,Kujubim,Critically endangered,Brazil,BRA
198,Kunjen,Critically endangered,Australia,AUS
1672,Kuruáya,Critically endangered,Brazil,BRA
2508,Lemerig,Critically endangered,Vanuatu,VUT
26,Luri,Critically endangered,Nigeria,NGA
811,Maidu,Critically endangered,United States of America,USA
1535,Oneida (New York),Critically endangered,United States of America,USA
2069,Poyanawa,Critically endangered,Brazil,BRA
649,Puruborá,Critically endangered,Brazil,BRA
652,Salamãy,Critically endangered,Brazil,BRA
1389,Sambe,Critically endangered,Nigeria,NGA
801,Spokane,Critically endangered,United States of America,USA
173,Tharkarri,Critically endangered,Australia,AUS
728,Vacacocha,Critically endangered,Peru,PER
239,Wangaaybuwan,Critically endangered,Australia,AUS
1704,Xipáya,Critically endangered,Brazil,BRA
1507,Apiaká,Critically endangered,Brazil,BRA
1398,Bikya,Critically endangered,Cameroon,CMR
1399,Bishuo,Critically endangered,Cameroon,CMR
2060,Chaná,Critically endangered,Argentina,ARG
2280,Dampel,Critically endangered,Indonesia,IDN
595,Diahói,Critically endangered,Brazil,BRA
1776,Kaixána,Critically endangered,Brazil,BRA
2112,Lae,Extinct,Papua New Guinea,PNG
2113,Laua,Critically endangered,Papua New Guinea,PNG
810,Patwin,Critically endangered,United States of America,USA
2047,Pazeh,Critically endangered,China,CHN
1966,Pémono,Critically endangered,Venezuela (Bolivarian Republic of),VEN
657,Taushiro,Critically endangered,Peru,PER
314,Tinigua,Critically endangered,Colombia,COL
779,Tolowa,Critically endangered,United States of America,USA
661,Uru,Extinct,Bolivia (Plurinational State of),BOL
2507,Volow,Critically endangered,Vanuatu,VUT
809,Wintu-Nomlaki,Critically endangered,United States of America,USA
665,Yahgan,Critically endangered,Chile,CHL
2711,Yarawi,Critically endangered,Papua New Guinea,PNG
1444,!Gan!ne,Extinct,South Africa,ZAF
116,Aasax,Extinct,United Republic of Tanzania,TZA
429,Ahom,Extinct,India,IND
486,Ainu (Kuril),Extinct,Russian Federation,RUS
494,Ainu (Sakhalin),Extinct,Russian Federation,RUS
329,Akkala Saami,Extinct,Russian Federation,RUS
1342,Alderney French,Extinct,United Kingdom of Great Britain and Northern Ireland,GBR
1658,Amanayé,Extinct,Brazil,BRA
756,Andoa (Ecuador),Extinct,Ecuador,ECU
513,Andro,Extinct,India,IND
838,Antoniano,Extinct,United States of America,USA
2141,Aore,Extinct,Vanuatu,VUT
569,Apolista,Extinct,Bolivia (Plurinational State of),BOL
1454,Arapaho (Oklahoma),Extinct,United States of America,USA
1629,Arapáso,Extinct,Brazil,BRA
2658,Aribwatsa,Extinct,Papua New Guinea,PNG
1611,Arin,Extinct,Russian Federation,RUS
465,Arman,Extinct,Russian Federation,RUS
2170,Arta,Extinct,Philippines,PHL
573,Atacameño,Extinct,Argentina,ARG
573,Atacameño,Extinct,Bolivia (Plurinational State of),BOL
573,Atacameño,Extinct,Chile,CHL
830,Atsugewi,Extinct,United States of America,USA
2042,Babuza,Extinct,China,CHN
170,Badala,Critically endangered,Australia,AUS
12,Baga Kalem,Extinct,Guinea,GIN
9,Baga Mboteni,Critically endangered,Guinea,GIN
855,Barbareño,Extinct,United States of America,USA
2205,Barzani Jewish Neo-Aramaic (Iraq),Extinct,Iraq,IRQ
2048,Basay,Extinct,China,CHN
1692,Baygo,Extinct,Sudan,SDN
1653,Berakou,Extinct,Chad,TCD
1695,Berti,Extinct,Sudan,SDN
2661,Bina,Extinct,Papua New Guinea,PNG
53,Birgid,Extinct,Sudan,SDN
17,Boro,Extinct,Ethiopia,ETH
17,Boro,Extinct,Togo,TGO
1894,Cacaopera,Extinct,Nicaragua,NIC
135,Cape Khoekhoe,Extinct,South Africa,ZAF
1338,Cappadocian Greek (Turkey),Extinct,Turkey,TUR
890,Catawba,Extinct,United States of America,USA
255,Cayuga (Oklahoma),Extinct,United States of America,USA
881,Cayuse,Extinct,United States of America,USA
808,Central Kalapuyan,Extinct,United States of America,USA
519,Chairel,Extinct,India,IND
587,Cholon,Extinct,Peru,PER
8,Coptic,Extinct,Egypt,EGY
798,Cowlitz,Extinct,United States of America,USA
594,Culle,Extinct,Peru,PER
1609,Cuman,Extinct,Hungary,HUN
868,Cupeño,Extinct,United States of America,USA
345,Dalmatian,Extinct,Croatia,HRV
129,Deti,Extinct,Botswana,BWA
2073,Dharug,Critically endangered,Australia,AUS
2075,Dhurga,Critically endangered,Australia,AUS
2201,Dicamay Agta,Extinct,Philippines,PHL
1904,Dorasque,Extinct,Panama,PAN
2629,Dororo,Extinct,Solomon Islands,SLB
41,Duli,Extinct,Cameroon,CMR
177,Dungidjau,Extinct,Australia,AUS
438,Dura,Extinct,Nepal,NPL
259,Eastern Abenaki,Extinct,United States of America,USA
470,Eastern Kamchadal,Extinct,Russian Federation,RUS
833,Eastern Pomo,Extinct,United States of America,USA
782,Eel River Athabaskan,Extinct,United States of America,USA
56,Eliri,Severely endangered,Sudan,SDN
92,Elmolo,Extinct,Kenya,KEN
1321,Eotile,Extinct,Côte d'Ivoire,CIV
150,Eyak,Extinct,United States of America,USA
180,Gaagudju,Extinct,Australia,AUS
89,Gafat,Extinct,Ethiopia,ETH
1893,Garífuna (Nicaragua),Critically endangered,Nicaragua,NIC
1687,Ge'ez,Extinct,Ethiopia,ETH
2671,Getmata,Extinct,Papua New Guinea,PNG
42,Gey,Extinct,Cameroon,CMR
358,Gothic,Extinct,Ukraine,UKR
4,Guanche,Extinct,Spain,ESP
68,Gule,Extinct,Sudan,SDN
2632,Guliguli,Extinct,Solomon Islands,SLB
601,Gününa Küne,Extinct,Argentina,ARG
1121,Gyasumdo,Definitely endangered,Nepal,NPL
807,Hanis,Extinct,United States of America,USA
2045,Hoanya,Extinct,China,CHN
59,Homa,Extinct,Sudan,SDN
1651,Horo,Extinct,Chad,TCD
2219,Hpun,Extinct,Myanmar,MMR
1817,Huitoto (Brazil),Extinct,Brazil,BRA
2592,Hukumina,Extinct,Indonesia,IDN
1537,Huron-Wyandot (United States of America),Extinct,United States of America,USA
2642,Ifo,Extinct,Vanuatu,VUT
854,Ineseño,Extinct,United States of America,USA
298,Island Carib,Extinct,Dominica,DMA
857,Island Chumash,Extinct,United States of America,USA
1925,Jorá,Critically endangered,Bolivia (Plurinational State of),BOL
696,Judeo-Berber (Morocco),Extinct,Morocco,MAR
477,Kamas,Extinct,Russian Federation,RUS
1353,Kamas Turk,Extinct,Russian Federation,RUS
2675,Kaniet,Extinct,Papua New Guinea,PNG
1548,Kansa,Extinct,United States of America,USA
341,Karaim (Crimea),Extinct,Ukraine,UKR
2677,Karami,Extinct,Papua New Guinea,PNG
1517,Karelian (Valday),Extinct,Russian Federation,RUS
2091,Katabaga,Extinct,Philippines,PHL
783,Kato,Extinct,United States of America,USA
2596,Kayeli,Extinct,Indonesia,IDN
2634,Kazukuru,Extinct,Solomon Islands,SLB
126,Kede,Extinct,Angola,ANG
371,Kemi Saami,Extinct,Finland,FIN
2286,Kenaboi,Extinct,Malaysia,MYS
479,Kerek,Extinct,Russian Federation,RUS
2050,Ketangalan,Extinct,China,CHN
1148,Khaccaḍ Bhoṭe,Definitely endangered,Nepal,NPL
1613,Kilit,Extinct,Azerbaijan,AZE
137,Kinare,Extinct,Kenya,KEN
822,Klamath-Modoc,Extinct,United States of America,USA
828,Konomihu,Extinct,United States of America,USA
100,Kore,Extinct,Kenya,KEN
485,Kott,Extinct,Russian Federation,RUS
618,Krenjê,Extinct,Brazil,BRA
1354,Krevin,Extinct,Latvia,LVA
2046,Kulun,Extinct,China,CHN
189,Kurtjar,Extinct,Australia,AUS
121,Kw'adza,Extinct,United Republic of Tanzania,TZA
124,Kwadi,Extinct,Angola,ANG
125,Kwisi,Extinct,Angola,ANG
460,Kyakala,Extinct,China,CHN
2134,Laghu,Extinct,Solomon Islands,SLB
1149,Langthang Tibetan,Definitely endangered,Nepal,NPL
301,Lenca,Extinct,El Salvador,SLV
301,Lenca,Extinct,Honduras,HND
111,Li-Ngbee,Extinct,Democratic Republic of the Congo,COD
2597,Liliali,Extinct,Indonesia,IDN
788,Lipan,Extinct,United States of America,USA
2204,Lishan Didan (Iran),Extinct,Iran (Islamic Republic of),IRN
2202,Lishana Deni (Iraq),Extinct,Iraq,IRQ
2184,Lishanid Noshan (Iraq),Extinct,Iraq,IRQ
1156,Loke Tibetan,Definitely endangered,Nepal,NPL
93,Lorkoti,Extinct,Kenya,KEN
796,Lower Chehalis,Extinct,United States of America,USA
2685,Mahigi,Extinct,Papua New Guinea,PNG
624,Máku,Extinct,Brazil,BRA
540,Malin,Extinct,Myanmar,MMR
2552,Mapia,Extinct,Indonesia,IDN
2647,Maragus,Extinct,Vanuatu,VUT
209,Marrgu,Extinct,Australia,AUS
1895,Matagalpa,Extinct,Nicaragua,NIC
488,Mator,Extinct,Russian Federation,RUS
781,Mattole,Extinct,United States of America,USA
771,Miami-Illinois,Extinct,United States of America,USA
839,Migueleño,Extinct,United States of America,USA
1813,Miraña (Brazil),Critically endangered,Brazil,BRA
630,Mirití Tapuia,Critically endangered,Brazil,BRA
2351,Mlahso (Syria),Extinct,Syrian Arab Republic,SYR
1987,Mlahso (Turkey),Extinct,Turkey,TUR
1295,Mo-peng,Extinct,Sierra Leone,SLE
631,Mochica,Extinct,Peru,PER
2600,Moksela,Extinct,Indonesia,IDN
825,Molala,Extinct,United States of America,USA
390,Mozarabic,Extinct,Spain,ESP
2687,Mulaha,Extinct,Papua New Guinea,PNG
1838,Múra,Extinct,Brazil,BRA
35,Nagumi,Extinct,Cameroon,CMR
2601,Naka'ela,Extinct,Indonesia,IDN
104,Napore,Extinct,Uganda,UGA
901,Natchez,Extinct,United States of America,USA
827,New River Shasta,Extinct,United States of America,USA
682,Ngarla,Extinct,Australia,AUS
39,Ngong,Extinct,Cameroon,CMR
2603,Nila (Nila Island),Extinct,Indonesia,IDN
813,Nisenan,Extinct,United States of America,USA
958,Nooksack,Extinct,United States of America,USA
361,Norn,Extinct,United Kingdom of Great Britain and Northern Ireland,GBR
831,Northeastern Pomo,Extinct,United States of America,USA
603,Nukiní,Extinct,Brazil,BRA
1257,Nupbikha,Vulnerable,Bhutan,BTN
105,Nyang'i,Extinct,Uganda,UGA
852,Obispeño,Extinct,United States of America,USA
31,Odut,Extinct,Nigeria,NGA
395,Old Prussian,Extinct,Russian Federation,RUS
158,Old Sirenik,Extinct,Russian Federation,RUS
1782,Omagua (Brazil),Critically endangered,Brazil,BRA
639,Ona,Extinct,Argentina,ARG
1432,Ongkor Solon,Extinct,China,CHN
305,Opon-Carare,Extinct,Colombia,COL
2281,Orang Kanaq,Extinct,Malaysia,MYS
2606,Palumata,Extinct,Indonesia,IDN
962,Panobo,Extinct,Peru,PER
2044,Papora,Extinct,China,CHN
2399,Pentlatch,Extinct,Canada,CAN
547,Phalok,Extinct,Thailand,THA
645,Pijao,Extinct,Colombia,COL
2608,Piru,Extinct,Indonesia,IDN
403,Polabian,Extinct,Germany,DEU
1610,Pumpokol,Extinct,Russian Federation,RUS
853,Purisimeño,Extinct,United States of America,USA
551,Pyu,Extinct,Myanmar,MMR
1549,Quapaw,Extinct,United States of America,USA
791,Quileute,Extinct,United States of America,USA
87,Qwarenya,Extinct,Ethiopia,ETH
443,Rangkas,Extinct,India,IND
1288,Sanhaja of Srair,Critically endangered,Morocco,MAR
1314,Sei,Extinct,Sierra Leone,SLE
1291,Sened,Extinct,Tunisia,TUN
558,Sengmai,Extinct,India,IND
866,Serrano,Extinct,United States of America,USA
2621,Seru,Extinct,Malaysia,MYS
689,Seward Peninsula Inupiaq (Big Diomede Island),Extinct,Russian Federation,RUS
108,Singa,Extinct,Uganda,UGA
2049,Siraiya,Extinct,China,CHN
2161,Sishee,Extinct,New Caledonia (France),NCL
806,Siuslaw,Extinct,United States of America,USA
413,Slovincian,Extinct,Poland,POL
832,Southeastern Pomo,Extinct,United States of America,USA
499,Southern Kamchadal,Extinct,Russian Federation,RUS
677,Southern Khanty,Extinct,Russian Federation,RUS
678,Southern Mansi,Extinct,Russian Federation,RUS
1449,Soyot,Extinct,Russian Federation,RUS
1896,Subtiaba,Extinct,Nicaragua,NIC
560,Taman,Extinct,Myanmar,MMR
2568,Tandia,Extinct,Indonesia,IDN
2043,Taokas,Extinct,China,CHN
